slno,trans_date_trans_time,cc_num,category,AMT_TRANS,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud
1889,21-06-2020 23:15,3.01E+13,shopping_net,877500,Lisa,Collins,F,44197 Jeffrey Port Suite 050,Bridgeport,NJ,8014,39.8016,-75.3478,504,"Engineer, control and instrumentation",17-08-1980,85c30ef71e6988f4c9078ae7a0f32b66,40.019375,-75.298842,0
1890,21-06-2020 23:16,3.55E+15,health_fitness,961609.5,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,09-10-1976,3a8577585a0b1136029175f1d9687f6f,44.373793,-75.055296,0
1891,21-06-2020 23:16,3.52E+15,health_fitness,594121.5,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,32960,27.633,-80.4031,105638,"Librarian, public",07-05-1986,0bac42920027f9b7b3d328bda2709983,28.396402,-80.819469,0
1892,21-06-2020 23:16,4.74E+15,personal_care,225000,Heather,Hines,F,13776 Hicks Plains,Pomona,NY,10970,41.1901,-74.0436,9993,Pensions consultant,16-10-1962,0403e75e7e2341bddd46bd0bb253292a,40.650407,-75.007114,1
1893,21-06-2020 23:17,6.01E+15,misc_pos,59256,Vincent,Ward,M,06730 Joshua Isle Suite 555,North Brookfield,MA,1535,42.2665,-72.0821,4680,Field seismologist,03-04-1986,c53b78980368cd841cafedfb8a61d9cd,41.892731,-71.283269,0
1894,21-06-2020 23:17,3.55E+15,shopping_net,711747,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,09-10-1976,363715929263614f8ec8274b9cc7ee95,44.250911,-75.056966,0
1895,21-06-2020 23:17,1.80E+14,entertainment,291384,Karen,Ryan,F,82468 Michelle Village Suite 556,Joliet,IL,60432,41.5378,-88.0572,128354,"Teacher, secondary school",20-01-1992,813a02ea9b99f2cb192ef37ffac924a2,41.408522,-87.879941,0
1896,21-06-2020 23:18,4.24E+12,home,360000,James,Leon,M,826 Benjamin Stravenue,Alexandria,VA,22311,38.832,-77.12,321490,"Scientist, biomedical",04-10-1991,9af0e55204bd89c3cdf909374dfaf464,38.161602,-76.355996,1
1897,21-06-2020 23:18,6.54E+15,home,810000,John,Myers,M,701 Wilson Divide,Highland,IN,46322,41.55,-87.4569,23727,Community arts worker,08-02-1982,5db518601cb9ca2d7d1bfa8c10348f72,42.079552,-87.242921,0
1898,21-06-2020 23:19,4.80E+18,kids_pets,736330.5,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,13-03-1991,035c869b616e1d8f912f23f19b4f5ff7,39.153728,-86.43304,0
1899,21-06-2020 23:19,3.55E+15,travel,585000,Kayla,Obrien,F,7921 Robert Port Suite 343,Prairie Hill,TX,76678,31.6591,-96.8094,263,Barrister,30-05-1956,751ec06b4dfb9ee46e053a74beacc73f,32.123711,-96.728616,1
1900,21-06-2020 23:20,3.53E+15,personal_care,93829.5,Derek,Bentley,M,782 Lee Crossing Apt. 209,Weeping Water,NE,68463,40.8731,-96.1528,1517,Dealer,08-11-1951,a5daa6fb8e0e08acae7b255df5d15d74,40.242989,-95.277532,0
1901,21-06-2020 23:20,6.30E+11,health_fitness,101880,Jennifer,Black,F,2870 Bean Terrace Apt. 756,Thomas,WV,26292,39.1505,-79.503,836,Forensic psychologist,29-08-1981,d11fbf6d8a75839067e10b663c5253e6,38.358771,-79.274573,0
1902,21-06-2020 23:20,3.04E+13,home,509400,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,18433,41.5744,-75.5881,6508,Training and development officer,22-06-1981,ae8916cedd0946032fa841e6e29c79e2,41.349396,-76.284545,1
1903,21-06-2020 23:20,4.38E+18,shopping_pos,50940,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,03-01-1974,b1d3c0d6c7186cbfa5833c203cae622b,37.640887,-121.610259,0
1904,21-06-2020 23:20,3.59E+15,food_dining,670500,Kathy,Hughes,F,02110 Lucas Freeway Suite 517,Battle Creek,IA,51006,42.3327,-95.6045,1075,"Teacher, early years/pre",02-01-1997,4acc5b3292b2ff99048090929ea14339,43.1706,-95.302057,0
1905,21-06-2020 23:21,4.61E+15,misc_net,1350000,Tammy,Maldonado,F,3312 Rachel Parks Suite 474,Stittville,NY,13469,43.2229,-75.2899,847,Systems analyst,11-01-1996,65e27da5c3e9243fa00d22dc246226bc,42.798203,-74.799329,0
1906,21-06-2020 23:21,4.01E+15,shopping_net,540000,William,Perry,M,458 Phillips Island Apt. 768,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,31-05-1994,eb388ceabaf56474808664772b2d5853,30.354797,-91.146131,1
1907,21-06-2020 23:21,3.71E+14,kids_pets,755190,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,24-12-1974,f352abaf88418af0c54b67f7e9b5fea7,39.803267,-89.666964,0
1908,21-06-2020 23:22,3.72E+14,personal_care,1173060,Benjamin,Martin,M,0495 Baker Manors,Oriskany Falls,NY,13425,42.9576,-75.4838,1970,"Programmer, multimedia",09-06-1949,231b5dfafa75b842c2bbf83ae2705198,43.121402,-75.417785,0
1909,21-06-2020 23:22,6.60E+15,personal_care,679500,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,11-09-1969,40eb004385060bd4168f33e073cdd5d3,40.487524,-74.021435,1
1910,21-06-2020 23:22,2.36E+15,home,562491,Mike,Tran,M,17355 Mendoza Bypass Suite 059,Linthicum Heights,MD,21090,39.2092,-76.6681,9784,"Conservator, furniture",30-10-2024,82abe4a420afb5e4be6643d5cf153ea4,39.21164,-76.781975,0
1911,21-06-2020 23:23,3.05E+13,home,679500,Stephanie,Crane,F,144 Martinez Curve,Central,IN,47110,38.097,-86.1723,350,Counsellor,05-01-1955,e642551d0884f86f844f27a11ee46593,38.45973,-86.878317,0
1912,21-06-2020 23:23,2.13E+14,kids_pets,646920,Christine,Davis,F,736 Moss Motorway Suite 549,Humboldt,AZ,86329,34.5189,-112.2523,1179,"Civil engineer, contracting",20-01-1955,42744a022d53522b09676ef7f179d8d5,33.662513,-112.668831,0
1913,21-06-2020 23:23,3.60E+15,home,143910,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",14-05-1993,d4aec9e52d5d192b23ee8745349de467,35.623992,-78.263237,0
1914,21-06-2020 23:23,4.94E+15,kids_pets,916470,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,07-11-1990,0eadfa2772d24d9f8146cf33e1bb4efc,26.623654,-98.262925,1
1915,21-06-2020 23:23,5.15E+15,health_fitness,135000,Felicia,Combs,F,825 Martinez Springs Apt. 625,White Sulphur Springs,WV,24986,37.7827,-80.3129,5216,Community development worker,05-10-1993,f53dd8a638c8a883046b753b8b536420,37.078323,-81.240911,0
1916,21-06-2020 23:23,4.54E+18,health_fitness,1086426,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,18-07-1972,6a07736deade34578f4bf0e42c71b6f8,36.602369,-106.842313,0
1917,21-06-2020 23:23,4.34E+15,food_dining,592560,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,13811,42.2281,-76.1625,4354,Further education lecturer,16-02-1994,8bc792a0582be76f1ad371cd5a26457c,41.751243,-76.490653,0
1918,21-06-2020 23:23,3.54E+15,personal_care,180000,Nancy,Roach,F,376 Brown Courts,Yellowstone National Park,WY,82190,44.7957,-110.6137,369,Materials engineer,16-11-1941,c5ac49af70a7eca02f2b23636b1d656c,45.046616,-110.274889,1
1919,21-06-2020 23:24,1.80E+14,shopping_pos,260640,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",05-01-1972,078b9491c84b1163ace49b5f68022286,31.464444,-88.05905,0
1920,21-06-2020 23:24,3.02E+13,misc_pos,191880,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604,41.0592,-73.7395,11250,Lexicographer,16-08-1977,cb986bae12320416986e4e1e96971d09,40.994684,-73.427976,0
1921,21-06-2020 23:24,3.56E+15,health_fitness,407520,Anthony,Velasquez,M,609 Hunt Grove,Saint Francis,KY,40062,37.6047,-85.4251,301,"Research officer, political party",17-03-1967,5c8f974204f18b960fc39143e6286c8b,37.152263,-84.49728,0
1922,21-06-2020 23:24,4.30E+15,personal_care,497520,Daniel,Cain,M,384 Newman Forks Apt. 370,Belmond,IA,50421,42.8511,-93.62,3032,Community pharmacist,08-08-1964,70d6da0ca7d005d048f7c6eccee7af3f,41.976564,-93.864531,1
1923,21-06-2020 23:25,3.51E+15,entertainment,881055,James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,01-04-1973,46d0ca920e1ff6a5e8a168c7352572f8,34.782342,-85.7465,0
1924,21-06-2020 23:25,3.50E+15,home,226908,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,08-09-1976,830d524c92f7af0fe8b52a4c7e59e421,39.574859,-77.469364,1
1925,21-06-2020 23:26,60487002085,food_dining,521280,David,White,M,66234 Hall Lock Suite 758,Jackson,MS,39211,32.3739,-90.1293,233060,"Horticulturist, commercial",15-08-1972,7d12a897af1453f0d490187f5a01fe1e,31.558322,-90.813808,0
1926,21-06-2020 23:26,3.78E+14,shopping_net,524866.5,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,11-09-1975,d4cc0b8ea9f729c529955cad46bc1145,45.61385,-87.515501,0
1927,21-06-2020 23:27,2.70E+15,kids_pets,652500,Jennifer,Banks,F,561 Perry Cove,Moravian Falls,NC,28654,36.0788,-81.1781,3495,"Psychologist, counselling",09-03-1988,b5f8efe53cdd28188b71d8558d0ab160,36.93643,-80.231585,1
1928,21-06-2020 23:27,4.17E+15,personal_care,254700,Samuel,Frey,M,830 Myers Plaza Apt. 384,Edmond,OK,73034,35.6665,-97.4798,116001,Media buyer,10-05-1993,477e22acbe4cce1f8a35b18cd3521167,36.386212,-98.335871,0
1929,21-06-2020 23:27,3.42E+14,personal_care,148707,Jennifer,Carrillo,F,334 Adam Mountains Apt. 868,Manquin,VA,23106,37.7184,-77.186,976,"Engineer, automotive",19-06-1999,97eb0cddd7afb48da997642786c95a4f,37.570665,-76.688441,1
1930,21-06-2020 23:27,4.17E+12,entertainment,592560,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,27-09-1962,c80040d120f4ca8388910ef4f70edb8b,43.84673,-76.640857,0
1931,21-06-2020 23:27,6.01E+15,food_dining,619965,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,02-11-1971,d6e8ee4bfc0707079d5a5ca8e257e52b,31.543464,-86.860691,0
1932,21-06-2020 23:27,1.80E+14,personal_care,180000,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",22-09-1972,ae37c7877ec55dc44d850f811cd14928,34.227925,-117.845459,0
1933,21-06-2020 23:27,3.02E+13,health_fitness,526491,Dalton,Jones,M,3304 Hernandez Run,Afton,MI,49705,45.3637,-84.4695,937,Technical brewer,06-04-1958,518c9bcf75edcaaee1b528cad330741a,44.784272,-85.216922,0
1934,21-06-2020 23:28,3.53E+15,shopping_net,553806,Megan,Bernard,F,128 Nathan Ramp,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,01-03-1994,f55e08b9e6f3ad688e95e9a79703174c,43.623778,-75.122767,1
1935,21-06-2020 23:29,2.72E+15,shopping_pos,781920,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",22-08-1997,c78d753b9a1f772556037894c6d29b0f,44.359874,-69.764966,0
1936,21-06-2020 23:29,4.17E+15,health_fitness,225000,Ashley,Mcdonald,F,3160 Tina Estates Suite 234,Marietta,SC,29661,35.0296,-82.5136,5648,Museum/gallery exhibitions officer,06-10-1934,b6488ac0736223ea0a95aff641fa0340,35.588484,-81.599065,0
1937,21-06-2020 23:30,3.57E+15,shopping_net,225000,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,29-07-1998,439be8723c7a5a69a16b5e2402689b49,42.171022,-74.628191,1
1938,21-06-2020 23:30,4.38E+15,travel,562500,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",19-04-1982,55d3b8bc7679fb631273138f2f72837e,35.428641,-83.486086,0
1939,21-06-2020 23:30,2.28E+15,misc_net,540000,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,27-12-1997,b74982562f29fb01c256db6d3476913c,34.874435,-83.331818,0
1940,21-06-2020 23:30,3.57E+15,travel,472500,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,29-07-1998,66e6839a38fe244fb3f893eb9a16e0eb,42.023415,-72.901646,0
1941,21-06-2020 23:31,3.02E+13,kids_pets,239850,Danielle,Walker,F,9824 Mitchell Run,Powell Butte,OR,97753,44.2415,-121.0113,2016,Local government officer,25-12-1953,eb7e937634cea50ed504461715048d26,43.487761,-120.679524,0
1942,21-06-2020 23:31,4.79E+18,shopping_pos,315000,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,01-10-1978,d5cc817544f93727686d06ba7beb1bf4,38.124808,-95.876824,1
1943,21-06-2020 23:31,5.68E+11,shopping_net,168102,Dawn,Tucker,F,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",16-12-1984,c6a1e30dbe9c9c55f89fe1b73d2e903e,29.056422,-94.531862,0
1944,21-06-2020 23:31,4.09E+18,food_dining,319981.5,Jeffrey,Vargas,M,478 Alexandria Mount,Bolton,NC,28423,34.3091,-78.3372,2290,"Engineer, biomedical",07-12-1945,dd7bdda1537466310475ff52b4de30f3,34.743135,-78.537055,1
1945,21-06-2020 23:32,2.25E+15,kids_pets,450000,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,19-08-1991,f964e192549dca95bacea8fed85669f7,43.992661,-90.603514,0
1946,21-06-2020 23:33,3.51E+15,kids_pets,1125000,Randy,Murphy,M,0356 Sarah Light,Ballwin,MO,63021,38.577,-90.5255,92608,"Engineer, communications",26-07-2001,481f3f95a08c3fcd62c65fb9f64cd681,38.542502,-91.343863,0
1947,21-06-2020 23:34,4.54E+18,shopping_net,427869,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,18-07-1972,00a1dc32838eb12735babaa2e8cf5251,35.017003,-105.665864,1
1948,21-06-2020 23:34,6.30E+11,kids_pets,284400,Ian,Patton,M,8088 Sherman Radial Suite 689,Helm,CA,93627,36.4992,-120.0936,123,Early years teacher,07-02-1973,62df2700d4f3133e520d4a5ce39a4164,35.539895,-119.200726,0
1949,21-06-2020 23:34,3.73E+14,entertainment,152820,Lori,Ramirez,F,4293 Ramirez Squares,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,20-02-2000,82576c182ff481c87702dcec09129e5b,48.090407,-93.896243,1
1950,21-06-2020 23:34,3.53E+15,kids_pets,229500,Megan,Bernard,F,128 Nathan Ramp,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,01-03-1994,04942a3340a7d6239fc8a5ae2b03f15d,43.429041,-75.868154,0
1951,21-06-2020 23:34,4.94E+15,shopping_pos,239850,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,07-11-1990,12d4ef07f3e86b321ff0d97665f81a0c,27.396997,-99.848493,1
1952,21-06-2020 23:34,3.77E+14,food_dining,99000,Theresa,Blackwell,F,43576 Kristina Islands,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,14-02-1966,5b26e43917871c687a6083d09260bbf8,38.716694,-77.602616,1
1953,21-06-2020 23:34,3.89E+13,health_fitness,479637,Edward,Sanchez,M,594 White Dale Suite 530,Malad City,ID,83252,42.1808,-112.262,4154,Nature conservation officer,19-01-1962,4caccfe029638673edcd1ccd52cfd67b,41.376167,-111.701443,0
1954,21-06-2020 23:34,6.60E+15,health_fitness,301095,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,11-09-1969,4d35042e9374809aa9f2b5e4f50b264c,40.653966,-74.456638,1
1955,21-06-2020 23:35,3.02E+13,travel,1288350,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,22-01-1978,d6be916da5450ce6c4fb0039d40c5b97,43.088345,-88.30689,0
1956,21-06-2020 23:35,4.01E+15,shopping_net,438493.5,William,Perry,M,458 Phillips Island Apt. 768,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,31-05-1994,aff46f2741b3501d32b447f842618666,30.761363,-91.7136,1
1957,21-06-2020 23:36,3.00E+13,health_fitness,1011285,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,29-08-1985,377cc446345557ae2218f91652620def,26.305974,-80.922927,0
1958,21-06-2020 23:36,4.86E+12,entertainment,1062027,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,16839,41.0036,-78.1104,489,Pension scheme manager,15-09-1956,48a0db9feed552ada336a90c41a02b18,41.655722,-77.902414,0
1959,21-06-2020 23:36,4.86E+18,home,848745,Ashley,Cruz,F,65417 Walsh Radial Suite 691,Saint Amant,LA,70774,30.2385,-90.8435,10076,"Surveyor, rural practice",16-12-1977,f28f7c1042b87e6659d2ea0d29b18125,29.319625,-90.572961,0
1960,21-06-2020 23:36,6.60E+15,health_fitness,371245.5,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,23-08-1964,7e26d10593489e26da93e07ed11a68e9,33.400837,-98.538019,1
1961,21-06-2020 23:37,2.13E+14,home,59256,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,01-08-1984,07ed21d8f0b0940bc1833a922f1797a1,40.615935,-109.889984,0
1962,21-06-2020 23:38,6.01E+15,shopping_net,405000,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,02-11-1971,8465b9b2d61e369fbf825874d8c0aa2b,31.540664,-87.193562,1
1963,21-06-2020 23:38,6.01E+15,shopping_pos,234000,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,02-11-1971,b49bc6bd737e0084c443135c3f9a1405,32.936128,-87.695952,0
1964,21-06-2020 23:38,4.79E+18,travel,254700,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,01-10-1978,7d13cd9abd1ee268bd608924fc2c032c,38.305043,-95.07734,0
1965,21-06-2020 23:39,3.89E+13,personal_care,497520,Lori,Rodriguez,F,12087 Michael Light,Creola,OH,45622,39.3543,-82.503,321,"Copywriter, advertising",24-06-1979,18669bdfbc96fdf37acaeea606d344ae,39.166782,-83.053881,0
1966,21-06-2020 23:39,3.55E+15,shopping_pos,904500,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",01-09-1984,23cbbeae7df58796151935312c6c0b2f,48.767963,-122.369749,0
1967,21-06-2020 23:39,1.80E+14,personal_care,787086,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,19-07-1974,aa3731853dea1d615ded52cd7f3474f9,40.518022,-75.353592,0
1968,21-06-2020 23:40,4.01E+15,shopping_net,555273,William,Perry,M,458 Phillips Island Apt. 768,Denham Springs,LA,70726,30.459,-90.9027,71335,Herbalist,31-05-1994,8cabf98e58e2b29f7684362fea1f026c,29.902451,-91.749089,1
1969,21-06-2020 23:41,3.74E+14,entertainment,2517300,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929,-97.6443,2526,Phytotherapist,12-11-1970,8043ae8158e37f86e18e13da6c8abbb9,31.034911,-98.493232,0
1970,21-06-2020 23:41,6.54E+15,health_fitness,592560,Samuel,Short,M,23383 Denise Pine Apt. 099,Sacramento,CA,95842,38.6865,-121.3494,757530,Soil scientist,19-09-1966,41d7ce6eb7e9af0166d1fc3278223848,39.002148,-121.972243,1
1971,21-06-2020 23:41,5.74E+11,shopping_net,283500,Cristian,Jones,M,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,23-07-1986,12a9f8a0d63ab67b5878004d14c7c0f1,41.281619,-86.859499,0
1972,21-06-2020 23:41,3.72E+14,health_fitness,270000,Benjamin,Martin,M,0495 Baker Manors,Oriskany Falls,NY,13425,42.9576,-75.4838,1970,"Programmer, multimedia",09-06-1949,cab6f3265ab3ad8e029490cf3f81bcef,43.736848,-74.784611,0
1973,21-06-2020 23:42,6.01E+15,entertainment,675000,Emily,Hall,F,8851 Reese Neck,Basye,VA,22810,38.8089,-78.7776,863,"Engineer, mining",09-08-1972,96cd7656f00705d7455682668f2cbeb8,38.202618,-78.923818,0
1974,21-06-2020 23:42,3.73E+14,shopping_net,713889,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,18-06-1985,1355f30c674c3853f23bfb1484c3fa7c,42.341938,-84.079092,0
1975,21-06-2020 23:43,6.76E+11,travel,1006920,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",25-04-1961,bb4bdec7e48eb403dc13914f921beb45,33.408394,-117.734123,0
1976,21-06-2020 23:44,3.02E+13,home,158301,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,02-01-1976,96fcc401410044081f37b097c9e20bc6,29.717333,-98.269962,1
1977,21-06-2020 23:45,6.01E+15,health_fitness,314055,Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,04-05-1942,490768ee880d5269ec9854a4de699657,44.234549,-83.64632,0
1978,21-06-2020 23:45,4.60E+12,entertainment,595759.5,Mark,Rivera,M,383 Contreras Hills Suite 658,Humble,TX,77338,30.0041,-95.2825,194500,Tax adviser,18-12-1990,9e8e3f6aa33b18b1bda8b76d27b440ee,29.599628,-95.433866,1
1979,21-06-2020 23:45,4.98E+15,food_dining,622413,Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,10-02-1935,a408218d3d15d51e36e5bc842ac9a96b,41.652587,-99.826486,0
1980,21-06-2020 23:45,6.30E+11,health_fitness,942300,Susan,Washington,F,759 Erin Mount Suite 956,May,TX,76857,31.9571,-98.9656,1791,Corporate investment banker,26-07-1965,523eb02608a2252abb23f88fa98e3338,31.10215,-98.374267,0
1981,21-06-2020 23:45,3.06E+13,personal_care,792162,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,14-11-1973,764e5df79475dafb0cd321683aaa0bb0,35.406833,-81.083972,0
1982,21-06-2020 23:45,3.58E+15,shopping_net,1227901.5,Debbie,Hughes,F,0182 Owens Burgs Suite 480,Diamond,OH,44412,41.0935,-81.0425,2644,"Engineer, biomedical",25-08-1983,f7cc0f7ad459bc9b1d1eeeef8a04be49,40.679331,-81.448999,1
1983,21-06-2020 23:46,4.93E+15,home,180000,Claire,Davis,F,83685 Matthew Center Suite 870,Cherokee Village,AR,72529,36.3011,-91.5281,4726,Pharmacologist,07-06-1977,d7a96cffd36ef253a76cb76085b1927d,37.102458,-91.525293,0
1984,21-06-2020 23:46,3.77E+14,home,135000,Billy,Gallagher,M,673 Delgado Burg,Greenwich,NJ,8323,39.4055,-75.3209,804,Insurance risk surveyor,25-03-1965,1cbff8a7beaa3f2d250a1f1300485fa7,39.36789,-75.637601,0
1985,21-06-2020 23:46,6.55E+15,kids_pets,649462.5,Bryce,Joseph,M,148 Baker Field,Chester Heights,PA,19017,39.8839,-75.4669,348,Management consultant,05-05-1945,ccc4d3184023915fd8d5beb92d4e024d,39.611936,-74.925592,0
1986,21-06-2020 23:46,3.71E+14,personal_care,204768,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,24-12-1974,81e50d77e4f91065a76b97e6c05cfe19,38.517919,-88.791023,1
1987,21-06-2020 23:47,3.58E+15,health_fitness,447768,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,27-09-1970,7d130ce360bcbbbe43373b1bf1f0a419,34.271697,-98.742719,0
1988,21-06-2020 23:47,3.77E+14,shopping_pos,508495.5,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,27-10-1974,d4d95b15250adb4695185e6acf3a9760,38.015184,-90.215185,1
1989,21-06-2020 23:48,6.76E+11,personal_care,180000,Ellen,Smith,F,285 George Lake,Beaver Falls,PA,15010,40.7687,-80.3592,28425,Podiatrist,09-06-2000,90b9ee2d6b106676737344389294ead7,41.540327,-79.948232,0
1990,21-06-2020 23:48,4.91E+18,entertainment,284400,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,13-02-1987,41d48c20706178d6ae2db346321be566,24.082254,-81.644011,0
1991,21-06-2020 23:48,3.02E+13,entertainment,1061599.5,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,23-03-1977,d582e18b304451780750a79becd78420,32.691938,-96.496754,0
1992,21-06-2020 23:48,3.50E+15,food_dining,888840,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,99033,47.2271,-117.0819,895,Clothing/textile technologist,31-05-1999,4eec4239e56aba3dd8653a8c9a209b8e,47.382283,-116.340825,1
1993,21-06-2020 23:48,3.58E+15,entertainment,1133662.5,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,01-01-1985,0b01caece7461da614e87cc5527bfc03,40.018141,-74.785727,0
1994,21-06-2020 23:49,6.76E+11,kids_pets,273636,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",28-12-1974,3cb1772c9cd885d1a6f747d1e6c952fb,42.443288,-83.600238,0
1995,21-06-2020 23:49,3.46E+14,food_dining,130824,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,19-03-1985,db9609979b2c8c9af5c60a02448895ac,38.579881,-74.49333,0
